gene_info	entrezs	Tulip14	Tulip27	Tulip04	Tulip01	Tulip13	Tulip20	Tulip24	Tulip25	Tulip28	Tulip09	Tulip03	Tulip17	Tulip06	Tulip05	Tulip11	Tulip07	Tulip22
SIRPB1	10326	0.584	-0.071	-0.305	-0.024	-0.067	-0.16	0.102	-0.115	-0.289	0.09	0.294	0.564	0.211	-0.241	-0.225	0.281	-0.628
SIRPB2	284759	0.059	0.37	-0.065	0.659	-0.202	0.785	-0.473	-0.275	-0.683	-0.396	0.874	-0.359	0.159	0.043	-0.553	-0.151	0.208
SKAP2	8935	-0.379	-0.494	-0.369	1.052	-0.087	0.614	-0.579	-0.203	0.683	1.039	-0.457	-0.31	-0.159	0.065	-0.226	-0.334	0.144
SKIDA1	387640	1.976	-0.345	0.921	0.374	0.453	-0.564	-0.519	-0.987	-0.57	-1.108	-0.215	0.921	0.522	-0.053	-0.927	-0.081	0.203
SKP1	6500	-0.773	-0.203	0.408	0.222	-0.215	-0.269	-0.213	-0.034	-0.142	-0.269	-0.101	-0.028	1.019	1.658	-0.635	-0.578	0.154
SLAIN2	57606	-0.763	-0.051	-0.352	0.423	0.244	0.901	-0.718	-0.399	0.958	1.008	-0.033	-0.399	0.326	-0.318	-0.178	-0.909	0.259
SLAMF1	6504	0.131	-0.137	0.246	-0.195	-0.316	-0.21	-0.108	0.106	-0.006	0.367	0.97	-0.115	0.021	-0.359	0.038	-0.491	0.057
SLC38A10	124565	0.376	0.057	0.124	-0.281	-0.129	-0.064	-0.212	0.007	-0.021	0.02	0.498	0.43	0.45	-0.484	-0.147	-0.019	-0.605
SLC39A10	57181	0.312	0.117	0.233	-0.265	0.042	0.25	0.003	0.242	-0.017	-0.697	0.48	-0.087	0.115	-0.175	-0.329	-0.117	-0.109
SLC39A14	23516	-0.146	0.562	-0.117	0.759	-0.458	0.099	0.173	-0.204	-0.2	-0.036	0.406	0.174	0.222	-0.337	-0.124	-0.671	-0.104
SLC3A2	6520	-0.086	0.046	0.398	-0.296	0.033	-0.475	-0.194	-0.259	0.24	-0.342	0.286	0.453	-0.196	0.158	0.098	0.253	-0.118
SLC9A3R1	9368	-1.246	-0.531	-1.03	1.102	0.079	0.673	-0.21	0.042	0.949	1.327	-0.454	-0.762	0.127	-0.173	0.369	-0.474	0.212
SLITRK3	22865	-0.031	-0.712	-0.035	-0.955	0.369	-0.705	-1.196	0.062	0.389	0.09	0.887	0.231	0.622	-0.523	0.205	0.551	0.752
SMPDL3A	10924	0.397	1.091	-0.389	-0.493	-0.616	0.531	0.708	0.763	-0.236	0.482	-0.096	0.102	-0.353	-0.661	-0.127	-0.587	-0.515
SNAP23	8773	-1.724	-0.595	-1.1	1.481	0.491	0.719	-0.322	0.37	0.986	1.273	-0.27	-0.547	0.376	-0.464	0.136	-0.804	-0.007
SNCA	6622	-0.742	-0.258	-0.481	0.395	-0.381	0.159	-0.495	0.07	0.287	1.214	-0.718	-0.979	0.598	1.491	0.03	-0.264	0.074
SND1	27044	0.171	-0.869	1.336	-0.202	-0.671	-0.585	0.441	-0.817	0.296	-0.299	-0.469	-0.018	-0.118	-0.56	1.901	-0.169	0.634
SNED1	25992	0.092	-0.51	0.129	-0.203	0.076	-0.464	-0.102	-0.315	0.102	-0.302	0.291	0.481	0.089	0.417	-0.148	0.725	-0.358
SNX3	8724	-0.987	-0.15	-0.68	0.59	0.269	0.17	-0.699	-0.041	0.946	1.007	0.23	-0.731	0.03	-0.391	0.133	-0.061	0.368
SOD1	6647	-0.513	-0.225	0.063	0.47	0.16	0.167	-0.415	0.165	-0.215	-0.009	-0.136	-0.671	1.07	1.399	-0.641	-0.651	-0.017
SOD2	6648	0.047	0.043	0.214	-0.562	0.046	-0.058	-0.17	-0.488	0.144	-0.051	0.595	0.141	-0.057	-0.056	0.39	0.067	-0.247
SOD3	6649	0.42	0.014	0.282	-0.634	-0.109	-0.437	-0.257	-0.62	0.277	-0.38	0.681	0.409	0.711	0.076	0.101	-0.023	-0.512
SPARC	6678	-1.017	-0.644	-0.077	0.727	0.273	0.285	-0.328	0.297	0.75	1.075	-0.376	-0.925	0.126	-0.548	-0.122	-0.346	0.848
SPARCL1	8404	0.098	0.242	-0.136	-0.391	-0.036	-0.025	-0.462	-0.028	0.188	-0.144	0.496	0.205	0.327	-0.384	-0.008	0.262	-0.204
SPINK1	6690	-0.012	0.139	-0.074	0.042	-0.22	-0.451	-0.355	-0.124	0.43	0.118	0.958	0.395	0.288	-0.345	-0.012	-0.482	-0.294
SPINK5	11005	0.132	-0.123	0.689	-0.072	0.034	-0.273	-0.345	-0.201	0.182	-0.291	0.503	-0.729	0.156	0.184	-0.404	0.437	0.121
SPINT1	6692	0.354	0.254	0.342	0.25	0.131	-0.087	-0.067	-0.162	-0.359	-0.159	0.074	0.023	0.586	-0.474	-0.534	0.119	-0.291
SPN	6693	-0.474	-0.081	0.022	0.284	0.404	0.247	0.214	0.289	-0.034	0.108	0.082	-0.117	0.514	-0.49	-0.231	-0.406	-0.333
SPON1	10418	0.567	0.12	-0.449	-0.2	-0.215	0.191	-0.025	-0.38	0.049	-0.084	0.027	0.182	-0.133	0.015	0.129	0.436	-0.23
SPON2	10417	-0.286	-0.236	0.665	-0.234	0.044	-0.11	-0.173	-0.229	0.327	-0.322	0.109	0.858	-0.018	-0.537	-0.195	0.916	-0.578
SPP1	6696	0.846	-0.037	-0.381	-0.326	-0.197	-0.663	-0.374	-0.256	0.126	0.379	0.7	-0.12	0.289	-0.681	0.231	0.249	0.214
SPP2	6694	0.207	-0.463	-1.313	0.628	0.148	-0.619	-0.229	-0.677	0.526	0.439	0.88	0.336	0.59	0.262	-0.414	0.131	-0.432
SPTA1	6708	0.161	-0.306	0.091	-0.271	0.011	-0.286	-0.243	-0.04	-0.427	-0.521	0.102	-0.288	0.873	1.553	-0.27	-0.31	0.171
SPTB	6710	0.271	0.259	-0.827	-0.7	0.208	-0.155	-0.424	-0.003	0.263	0.113	0.363	0.108	0.237	0.358	0.184	-0.233	-0.024
SPTBN1	6711	-0.953	0.383	-0.25	0.46	0.014	0.766	-0.15	-0.189	0.855	1.109	0.056	-0.425	0.342	-0.953	0.014	-1.093	0.014
SRGN	5552	-1.094	-0.771	-0.109	0.856	-0.028	0.393	-0.263	0.193	1.06	1.443	-0.413	-0.764	-0.174	-0.487	-0.026	-0.934	1.12
SRI	6717	-0.651	-0.297	0.234	0.539	0.031	-0.278	-0.475	-0.258	0.162	-0.11	0.025	-0.06	0.693	1.154	-0.152	-0.513	-0.043
SRL	6345	0.544	0.831	0.09	-0.145	-0.346	-0.804	-0.983	0.072	0.478	-0.04	0.906	0.221	-0.452	-0.517	-0.114	-0.135	0.394
SSC5D	284297	0.424	0.128	0.115	0.149	0.258	0.875	0.262	-0.125	-0.227	-0.15	-0.171	0.1	-0.008	-0.324	-0.27	-0.632	-0.403
ST13	6767	-0.401	-0.249	-0.34	0.521	0.034	-0.131	-0.39	0.124	-0.291	0.19	-0.521	-1.009	1.181	2.152	-0.382	-0.367	-0.12
ST14	6768	0.014	0.103	0.014	-0.358	0.297	-0.081	0.469	-0.139	-0.048	-0.582	0.55	0.159	0.423	-0.105	-0.072	0.335	-0.978
ST3GAL1	6482	0.07	-0.395	-0.137	0.55	-0.245	0.048	-0.194	-0.515	0.351	0.075	-0.157	0.258	-0.063	0.09	0.09	0.353	-0.177
ST3GAL6	10402	0.022	-0.205	0.205	0.138	0.192	-0.136	-0.199	-0.113	0.136	-0.179	0.358	0.267	0.218	-0.03	-0.089	-0.438	-0.148
ST6GALNAC1	55808	-0.048	0.169	-0.059	0.915	0.05	-0.229	-0.258	0.192	-0.052	-0.687	-0.118	-0.215	-0.489	0.32	-0.583	1.017	0.076
ST8SIA4	7903	0.372	-0.067	0.027	-0.353	0.097	-0.041	-0.002	0.35	-0.084	-0.056	0.228	0.318	-0.32	0.097	0.059	-0.519	-0.106
STAB1	23166	0.023	-0.436	0.273	-0.088	-0.047	-0.253	-0.436	-0.405	0.177	-0.268	0.587	0.434	0.178	0.175	0.166	0.168	-0.248
STIP1	10963	-0.296	-0.459	-0.557	0.726	0.115	0.225	-0.233	0.056	0.149	0.64	-0.516	-0.944	0.815	1.327	-0.418	-0.65	0.018
STK24	8428	-1.209	-0.608	-0.514	0.876	0.078	0.373	-0.406	0.038	0.854	1.105	-0.263	-0.23	-0.226	-0.144	0.557	-0.383	0.103
STMN1	3925	-0.65	-0.522	0.01	0.788	0.159	0.033	-0.519	0.241	0.136	0.24	-0.099	-0.494	0.869	1.208	-0.449	-0.866	-0.086
STOM	2040	-0.94	-0.744	0.493	0.718	0.081	0.864	0.172	0.112	0.152	0.675	-0.392	0.055	-0.402	-0.636	-0.546	-0.591	0.928
STRAP	11171	-1.136	-0.552	-0.951	1.098	0.187	0.56	-0.345	0.3	0.632	1.195	-0.302	-0.206	-0.366	0.018	0.042	-0.3	0.126
STX11	8676	-1.5	-0.164	-1.043	1.359	0.317	0.554	-0.087	0.151	0.929	1.151	-0.604	-0.534	0.04	-0.074	-0.062	-0.717	0.283
STX7	8417	-0.783	-0.362	-0.762	0.597	0.432	1.132	-0.403	-0.224	0.735	1.653	-0.49	-0.592	0.127	0.237	-0.338	-1.201	0.241
SUGT1	10910	-0.695	-0.381	-0.447	0.488	0.163	0.239	-0.552	0.084	0.804	0.411	-0.057	-0.381	0.124	0.457	-0.038	-0.207	-0.013
SULT1A2	6799	-0.336	0.851	-0.582	-0.515	-0.674	-0.263	-0.042	0.247	0.414	-0.013	0.833	-1.251	-0.19	-0.284	0.424	0.598	0.782
SUMF2	25870	-0.331	-0.361	0.418	0.79	-0.049	0.358	-0.103	-0.041	-0.224	0.024	0.122	0.085	0.303	-0.268	-0.219	-0.245	-0.259
SUMO2	6613	-0.843	-0.283	-0.461	0.458	0.078	0.267	-0.527	-0.089	0.609	0.586	-0.086	-0.318	0.709	0.486	0.14	-0.631	-0.094
SUMO3	6612	-1.458	-0.331	-1.173	0.77	0.281	0.407	-0.36	0.595	0.787	0.936	0.193	0.051	0.398	-0.383	0.35	-0.914	-0.148
SUPT6H	6830	-0.556	-0.532	0.544	0.052	-0.117	-0.677	-0.449	-0.611	-1.381	-1.003	-0.637	-0.633	1.139	5.382	-1.602	1.064	0.016
SUSD1	64420	-0.378	-0.01	-0.525	0.35	0.378	0.302	-0.551	-0.259	0.614	0.432	0.387	-0.116	0.814	-0.362	-0.31	-0.499	-0.266
SUSD2	56241	0.368	-0.109	0.173	-0.39	-0.076	-0.224	-0.21	-0.606	0.072	-0.42	0.296	0.477	0.528	0.329	-0.227	0.113	-0.093
SUSD5	26032	0.176	0.279	0.126	-0.415	0.442	-0.108	-0.294	-0.399	-0.044	-0.302	0.573	0.217	0.612	-0.469	-0.378	0.152	-0.168
SVEP1	79987	0.092	0.037	0.02	-0.353	0.011	-0.116	-0.078	-0.236	0.134	-0.343	0.507	0.052	0.499	-0.064	-0.099	0.42	-0.481
SZRD1	26099	-1.642	-0.429	-1.062	1.162	0.505	0.424	-0.292	0.465	1.015	1.117	0.01	-1.144	0.255	-0.184	0.6	-0.622	-0.176
TAGLN	6876	0.263	0.064	0.144	-0.19	-0.128	-0.542	-0.683	-0.319	-0.353	-0.273	-0.15	0.287	0.802	0.612	-0.179	0.928	-0.282
TAGLN2	8407	-2.352	-0.487	-1.35	1.101	0.308	0.471	-0.284	-0.237	0.991	1.837	-0.643	-0.631	-0.066	0.024	0.889	0.093	0.335
TALDO1	6888	-0.201	-0.475	0.317	0.398	0.289	0.082	-0.073	0.092	-0.208	0.102	-0.382	-0.035	-0.072	1.128	-0.646	-0.137	-0.177
TANGO2	128989	-0.428	-0.086	-0.134	0.208	-0.186	-0.248	-0.166	-0.279	0.009	0	0.099	-0.126	0.313	1.011	-0.081	0.165	-0.071
TAOK3	51347	-0.336	0.402	1.765	0.665	-0.361	1.784	1.721	1.17	-0.189	-0.188	0.028	-1.326	-0.913	-1.936	-1.563	-0.55	-0.174
TAX1BP1	8887	0.931	0.57	-1.051	-1.172	0.07	-0.419	-0.711	-0.019	-0.04	0.323	0.321	0.774	-0.029	0.233	0.322	-0.324	0.22
TBC1D1	23216	0.595	0.217	0.222	-0.153	0.073	0.479	0.448	0.12	-0.09	-0.11	-0.482	0.736	-0.464	-0.313	0.117	0.058	-1.453
TBCA	6902	-1.456	-0.697	-0.281	0.784	0.171	0.33	-0.285	0.256	0.535	0.695	-0.23	-0.813	0.731	1.117	-0.006	-0.804	-0.047
TBCB	1155	-0.892	-0.533	-0.546	0.907	-0.034	0.467	-0.076	0.001	0.277	0.906	-0.418	-0.447	0.144	0.215	0.066	-0.255	0.218
TCAP	8557	-0.612	0.419	-0.169	-0.265	0.468	-0.538	-0.159	-0.599	-0.538	-0.703	0.055	1.144	0.841	-0.39	-0.468	1.151	0.363
TCEB1	NA	-1.238	-0.348	-0.455	0.72	0.089	0.365	-0.198	0.078	0.614	0.713	-0.195	-0.49	0.13	0.341	0.272	-0.546	0.147
TCEB2	NA	-0.481	-0.27	-0.189	0.866	-0.04	0.162	0.081	-0.113	0.062	0.445	-0.276	-0.42	0.043	0.583	0.034	-0.481	-0.005
TCN1	6947	0.191	-0.091	0.267	-0.212	-0.272	0.055	-0.146	0.438	0.088	-0.896	0.265	-0.049	0.718	0.27	-0.038	-0.651	0.061
TCN2	6948	0.225	0.045	0.052	-0.372	-0.092	0.12	-0.302	0.081	-0.132	-0.286	-0.057	0.304	0.179	-0.204	0.144	0.498	-0.204
TCTN3	26123	-0.195	0.334	-0.237	0.326	0.079	0.15	0.15	0.163	-0.084	-0.491	0.354	-0.55	0.293	-0.237	0.533	-0.292	-0.298
TECTA	7007	0.588	-0.316	2.215	-0.129	-0.021	-1.261	-0.048	-0.862	-0.967	-0.48	0.352	0.891	0.607	-0.413	0.536	-0.451	-0.242
TEK	7010	0.291	-0.282	0.143	0.08	0.197	0.037	0.077	0.202	0.068	-0.673	-0.127	-0.046	-0.107	0.022	0.034	-0.069	0.151
TF	7018	-0.045	0.317	0.321	0.635	0.147	0.023	-0.252	0.079	-0.299	-0.419	0.167	-0.268	0.215	-0.058	-0.277	-0.303	0.018
TFG	10342	-0.421	-0.142	0.252	-0.269	0.4	0.137	-0.035	-0.46	0.49	0.171	-0.121	-0.167	0.429	0.601	-0.817	0.116	-0.163
TFRC	7037	0.232	0.137	0.423	-0.423	0.024	-0.242	-0.389	-0.072	-0.184	-0.477	0.17	-0.128	-0.058	-0.222	-0.341	1.744	-0.192
TG	7038	-0.188	1.053	-0.54	0.11	-0.321	-0.527	0.527	-0.208	-0.15	-0.711	0.094	0.086	0.323	-0.578	-0.023	1.299	-0.248
TGFB1	7040	-0.648	-0.56	-0.77	0.476	0.11	0.852	0.205	-0.055	0.521	1.1	-0.71	-0.947	0.029	-0.105	0.151	-0.281	0.632
TGFBI	7045	0.443	-0.091	0.133	0.004	-0.134	0.054	0.032	-0.119	-0.371	0.028	-0.216	0.43	-0.745	0.208	0.256	0.219	-0.131
TGFBR3	7049	0.163	-0.216	0.181	-0.916	-0.494	-0.466	-0.487	-0.214	0.568	-0.276	0.529	0.741	-0.543	-0.146	0.472	1.532	-0.429
TGM3	7053	-0.42	0.048	0.175	0.526	0.89	-0.345	-0.206	-0.634	-0.067	-0.617	0.444	0.807	1.155	-0.866	0.026	-0.952	0.037
TGOLN2	10618	0.221	0.011	0.531	-0.087	-0.003	0.096	-0.229	0.053	-0.196	-0.314	0.304	0.323	0.274	-0.361	-0.133	0.057	-0.547
THADA	63892	-0.14	0.105	0.733	-0.317	-0.018	-0.406	-0.551	0.127	0.028	0.039	0.388	-0.09	0.639	-0.469	0.073	-0.288	0.148
THBS1	7057	-1.45	-0.982	0.253	0.609	0.429	0.518	-0.331	0.472	0.394	0.727	-0.993	-0.343	-0.396	0.111	-0.033	0.032	0.985
THBS3	7059	0.08	-0.157	0.486	-0.188	-0.139	0.121	0.028	-0.087	-0.093	-0.457	0.276	0.341	-0.163	0.075	-0.025	0.467	-0.564
THBS4	7060	0.023	0.059	0.273	-0.715	0.193	0.504	0.095	0.035	-0.018	-0.543	-0.196	0.463	-0.592	-0.304	0.375	0.828	-0.478
THOP1	7064	0.14	-0.055	0.72	-0.075	-0.238	-0.289	0.175	-0.319	-0.12	-0.641	-0.153	-0.109	-0.148	0.146	0.767	0.071	0.129
THSD1	55901	-0.932	0.008	-0.086	-0.184	0.493	-0.192	0.149	0.235	-0.072	-0.364	0.336	0.54	0.422	-0.195	-0.233	-0.067	0.143
TIE1	7075	0.55	-0.434	-0.016	-0.351	0.158	-0.109	-0.027	0.181	0.336	-0.654	0.083	-0.249	-0.604	0.019	0.63	0.759	-0.27
TIMP1	7076	-0.181	0.129	0.12	0.338	-0.023	-0.02	-0.254	0.289	-0.059	0.103	-0.043	-0.051	0.514	-0.267	-0.398	-0.152	-0.044
TIMP2	7077	-0.148	0.443	-0.525	-0.411	-0.084	-0.05	-0.082	0.205	0.234	-0.02	0.626	-0.305	0.517	-0.46	0.277	0.326	-0.544
TJP2	9414	-0.72	-0.09	-0.795	0.881	0.265	1.213	-0.986	-0.444	1.044	0.872	-0.113	-0.733	0.077	-0.201	-0.19	-0.754	0.672
TKT	7086	0.113	0.581	0.147	0.254	-0.159	0.348	-0.495	0.028	0.017	0.171	-0.286	-0.366	0.085	0.126	-0.135	-0.49	0.063
TLN1	7094	-1.82	-0.785	-0.497	1.323	0.103	0.446	-0.505	0.584	1.39	1.413	-0.31	0.2	-1.39	-0.394	0.442	-0.633	0.431
TLR9	54106	0.482	0.139	0.302	-0.065	-0.072	-0.152	0.004	-0.245	0.096	-0.818	0.285	-0.19	0.585	-0.175	-0.03	-0.253	0.108
TMCC1	23023	0.01	0.195	0.249	0.291	-0.5	-0.039	0.187	0.773	-0.203	-0.133	0.177	0.247	-0.446	-0.286	0.046	-0.428	-0.139
TMED8	283578	-0.724	-0.724	-0.441	1.439	0.702	0.856	-0.178	-0.897	0.349	1.25	-0.351	-0.257	-0.38	-0.515	0.396	-0.312	-0.212
TMEM132C	92293	0.513	0.292	0.051	-0.189	-0.04	-0.238	-0.144	-0.33	0.03	-0.688	0.163	0.216	0.088	-0.088	-0.09	0.448	0.007
TMEM25	84866	-0.092	0.474	-0.099	-0.651	0.12	-0.436	-0.129	-0.148	0.694	-0.164	0.857	-0.327	0.209	-0.238	0.274	0.037	-0.38
TMOD3	29766	-0.549	-0.052	-0.496	-0.134	-0.01	0.055	0.061	0.084	0.394	0.09	0.122	-0.311	0.722	-0.001	0.092	0.146	-0.212
TMSB10	9168	0.236	-0.484	0.214	0.926	0.126	0.036	-0.575	0.004	0.41	0.152	1.596	-0.498	-0.052	-0.51	-0.297	-1.088	-0.195
TMSB4X	7114	-2.081	-0.535	-1.242	1.651	-0.182	0.693	-0.048	0.268	1.408	1.471	0.058	-1.162	0.274	-0.385	0.539	-1.047	0.321
TNC	3371	0.449	0.119	-0.321	-0.609	0.086	-0.012	-0.169	-0.277	-0.156	0.455	0.059	0.546	-0.38	0.16	0.058	0.11	-0.118
TNFRSF21	27242	0.398	-0.088	0.471	0.164	0.002	-0.139	-0.001	-0.068	-0.119	-0.219	0.395	0.462	0.18	-0.146	-0.415	-0.503	-0.374
TNN	63923	0.184	0.718	-0.334	0.032	0.141	-0.224	-0.35	-0.183	-0.009	-0.149	0.586	-0.424	0.825	-0.124	-0.019	-0.441	-0.227
TNXB	7148	0.169	0.261	0.15	-0.283	-0.194	0.026	-0.079	-0.097	0.049	0.055	0.335	0.303	-0.829	-0.266	-0.197	0.129	0.469
TOLLIP	54472	-0.329	-0.23	-0.039	-0.515	-0.419	0.596	-0.004	0.161	0.573	0.961	0.336	-0.23	0.7	-0.636	0.476	-0.691	-0.71
TP53I3	9540	-0.332	0.064	-0.084	0.201	0.132	0.124	-0.223	0.263	-0.138	-0.004	0.057	-0.277	0.37	0.641	-0.209	-0.482	-0.104
TPD52	7163	-1.335	-0.089	-0.854	0.925	0.864	0.187	-0.993	0.21	0.51	1.431	-0.343	-0.879	0.453	1.118	-0.601	-0.327	-0.277
TPD52L2	7165	-1.048	-0.438	-0.627	1.028	0.187	0.607	-0.086	0.086	0.655	1.266	-0.301	-0.466	0.28	-0.163	-0.378	-0.598	-0.004
TPI1	7167	-1.053	-0.637	-0.224	0.588	0.128	0.3	-0.295	0.288	0.182	0.819	-0.616	-0.756	0.21	1.18	0.022	-0.246	0.111
TPM1	7168	-1.971	-0.337	-1.019	1.087	0.294	0.65	-0.548	0.36	1.568	1.327	-0.186	-0.601	0.29	-0.445	-0.11	-0.623	0.264
TPM2	7169	-1.23	0.093	-1.203	0.439	0.287	-0.062	-0.487	0.205	1.488	0.73	-0.563	0.017	0.822	-0.446	0.302	-0.187	-0.203
TPM3	7170	-2.274	-0.362	-0.932	1.373	0.405	0.845	-0.471	0.215	1.352	1.295	-0.275	-0.72	0.294	-0.139	0.041	-0.952	0.305
TPM4	7171	-2.531	-0.573	-1.236	1.54	0.497	0.876	-0.325	0.257	1.537	1.569	-0.105	-0.723	0.13	-0.603	0.417	-1.156	0.43
TPP1	1200	-0.156	0.489	0.229	0.012	0.291	-0.13	-0.155	0.418	0.268	0.228	-0.251	0.12	0.083	-0.224	-0.403	-0.542	-0.277
TPT1	7178	-1.682	-0.298	-0.671	0.967	0.407	0.485	-0.438	0.191	1.091	1.21	-0.243	-0.73	0.243	-0.196	0.263	-0.806	0.209
TREH	11181	0.425	1.449	0.791	0.842	-0.084	0.451	0.119	-1.202	-1.334	-0.319	-1.019	-1.37	-0.424	0.818	-0.4	0.677	0.579
TREML1	340205	-2.281	-0.369	-1.236	1.142	0.297	1.101	-0.293	0.215	1.243	1.687	-0.462	-0.592	0.081	-0.406	0.138	-0.72	0.455
TREML2	79865	0.081	0.31	0.158	-0.155	-0.666	0.478	0.141	0.062	-0.035	-0.248	0.269	0.438	0.362	-0.201	-0.223	-0.42	-0.352
TRHDE	29953	1.082	-0.609	1.493	0.497	-0.244	0.263	0.118	-0.76	-0.37	-0.452	-0.272	1.171	-0.66	-0.78	-0.618	-0.304	0.446
TRIM11	81559	0.004	0.258	-0.061	-0.091	0.163	-0.244	-0.169	-0.296	0.028	-0.006	0.051	-0.151	0.626	0.128	-0.057	0.064	-0.248
TRIM35	23087	0.072	0.187	-0.097	-0.175	0.129	0.058	-0.286	-0.231	0.291	-0.225	0.637	-0.053	0.287	-0.325	0.039	-0.28	-0.025
TSC22D1	8848	-1.132	-0.174	-0.747	1.705	0.267	0.512	-0.45	-0.313	0.542	1.18	-0.34	-0.473	0.233	0.493	0.076	-0.895	-0.483
TSTA3	7264	-1.094	-0.43	0.709	0.662	0.31	-0.556	0.202	-0.641	-0.894	-0.263	-0.552	0.185	0.261	1.743	-0.597	0.517	0.439
TTN	7273	0.265	0.272	-0.8	-0.594	0.163	-0.49	0.124	-0.352	-0.3	-0.455	0.198	0.543	0.383	-0.234	0.273	0.798	0.208
TTR	7276	-0.106	0.601	-0.346	-0.22	-0.161	-0.286	-0.25	-0.18	0.098	-0.219	0.21	-0.656	0.57	0.154	0.047	0.39	0.353
TUBA4A	7277	-1.537	-0.588	-1.511	0.781	-0.265	0.952	0.201	0.388	0.348	1.789	-0.353	0.048	-0.026	-0.551	0.353	-0.037	0.009
TUBA8	51807	0.226	-0.227	-0.417	-0.879	-0.809	0.403	-0.131	0.026	-0.046	0.086	0.405	-0.1	-0.93	-0.383	0.557	1.993	0.226
TUBB	203068	-0.404	-0.395	-0.36	0.31	-0.043	1.09	-0.494	0.227	0.416	0.973	-0.13	0.098	-0.325	-0.257	-0.041	-0.712	0.047
TUBB1	81027	-1.361	-0.245	-1.306	0.564	-0.173	1.186	-0.284	0.266	0.61	1.707	-0.182	-0.596	-0.142	-0.055	0.425	-0.331	-0.083
TWF2	11344	-1.147	-0.564	-0.859	0.763	0.129	0.454	-0.52	0.007	1.282	1.119	-0.238	-0.58	-0.308	-0.502	0.48	0.199	0.285
TWSG1	57045	0.056	0.34	-0.071	0.083	-0.163	0.186	-0.169	-0.179	0.441	-0.636	0.401	0.286	0.253	-0.465	0.043	0.113	-0.518
TXN	7295	-0.63	-0.293	0.067	0.637	0.31	0.119	-0.509	-0.071	-0.226	-0.014	-0.351	-0.309	1.081	1.234	-0.437	-0.584	-0.024
TXNDC12	51060	-1.396	-0.335	-0.694	1.259	0.39	0.615	-0.259	0.221	0.63	1.263	-0.45	-0.627	0.131	-0.498	0.251	-0.616	0.117
TXNDC15	79770	-0.133	0.973	-0.059	-0.304	-0.162	0.629	0.294	-0.417	0.021	-0.516	1.391	-0.293	-0.023	-0.667	-0.134	-0.375	-0.224
TXNDC17	84817	-0.616	-0.413	-0.068	0.755	0.029	-0.115	-0.189	-0.003	-0.151	0.196	-0.449	-0.52	0.911	1.362	-0.4	-0.298	-0.032
TXNDC5	81567	0.116	-0.297	0.31	0.545	-0.169	0.221	-0.26	0.159	0.263	-0.127	-0.168	0.044	0.059	-0.152	-0.046	-0.423	-0.076
TXNL1	9352	-0.836	-0.407	-0.192	0.693	-0.012	0.139	-0.189	0.289	0.109	0.267	-0.549	-0.534	0.121	1.291	-0.037	-0.232	0.078
TXNRD1	7296	-0.631	0.38	-0.019	0.335	0.175	0.433	-0.304	-0.064	0.147	0.265	0.058	-0.373	0.16	0.091	-0.204	-0.45	0.001
TYMP	1890	-1.057	-0.458	0.189	1.041	0.293	0.566	0.203	0.606	0.618	0.845	-0.589	0.155	-0.691	-0.8	0.184	-0.834	-0.271
TYRO3	7301	0.328	0.283	-0.143	-0.093	0.295	0.433	-0.202	-0.08	0.144	-0.258	0.475	-0.302	0.205	-0.763	0.074	-0.098	-0.296
UBA1	7317	-0.945	-0.615	-0.018	0.689	-0.035	0.031	-0.109	0.191	0.274	0.395	-0.262	-0.257	-0.53	0.954	0.132	-0.114	0.216
UBA7	7318	-0.357	-0.165	-0.195	0.388	0.132	0.378	-0.536	0.21	0.925	-0.297	0.082	-0.095	0.142	-0.417	0.028	-0.265	0.041
UBAC1	10422	-0.2	-0.195	0.187	0.146	0.103	-0.041	-0.624	0.207	0.005	-0.758	0.049	-0.437	0.906	1.745	-0.587	-0.256	-0.25
UBE2D3	7323	-0.951	-0.021	-0.222	0.338	0.057	-0.203	-0.404	-0.096	0.814	0.852	-0.052	-0.109	-0.026	0	-0.06	-0.03	0.113
UBE2K	3093	-1.145	-0.406	-0.031	0.494	0.239	-0.116	-0.33	-0.194	0.419	0.411	-0.059	-0.213	0.155	0.988	-0.176	0.06	-0.099
UBE2L3	7332	-0.642	-0.167	-0.496	0.684	0.19	0.394	-0.793	0.531	0.328	0.404	-0.53	-0.914	0.476	0.958	-0.259	-0.354	0.19
UBE2N	7334	-0.78	-0.536	0.101	0.359	0.381	-0.124	-0.559	0.103	0.297	0.266	-0.392	-0.125	0.221	1.583	-0.566	-0.07	-0.159
UBE2V1	7335	-0.466	-0.399	0.251	0.155	0.01	-0.35	-0.08	-0.142	-0.109	-0.191	-0.369	0.135	0.179	1.202	-0.131	0.262	0.043
UBR4	23352	0.299	0.114	0.227	0.023	0.144	-0.199	-0.044	-0.133	0.075	-0.354	0.492	0.251	0.189	-0.371	-0.05	-0.513	-0.149
UCHL3	7347	-0.338	-0.544	0.531	0.342	0.014	-0.08	0.392	0.2	-0.552	-0.377	-0.658	-0.655	0.922	1.632	-0.472	-0.138	-0.219
UGGT1	56886	-0.449	-0.676	0.389	0.834	-0.176	0.127	0.109	-0.711	0.219	0.561	-0.147	-0.154	-0.746	-0.28	0.117	0.635	0.348
UGP2	7360	-0.595	0.253	0.315	0.333	0.062	0.469	0.246	-0.186	0.209	0.749	-0.091	-0.372	-0.373	0.181	-0.177	-0.605	-0.418
